task_id,system,run_idx,category,paraphrase_group,expected_agents,actual_agents,expected_sequence,actual_sequence,agent_precision,agent_recall,agent_f1,weighted_precision,weighted_recall,weighted_f1,sequence_accuracy,fact_coverage,task_success,judge_overall,judge_consistency,judge_completeness,judge_groundedness,judge_actionability,judge_task_success,numerical_accuracy,hallucination_rate,n_claims_scored,total_latency_ms,agent_exec_sum_ms,reasoning_overhead_ms,overhead_ratio,mapping_latency_ms,tokens,steps_completed,error,answer_chars
multihop_04,one_shot,1,payment_risk,shock_risk_1002,bill_shock_forecast_agent|payment_risk_hardship_agent,,bill_shock_forecast_agent|payment_risk_hardship_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1,3.0,5,2,2,3,False,,,0,5150,0,5150,1.0,0,413,,,1283
multihop_05,one_shot,0,billing,lookup_billing_1001,customer_lookup_agent|billing_agent,,customer_lookup_agent|billing_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1,2.75,5,2,1,3,False,,,0,2543,0,2543,1.0,0,236,,,387
multihop_05,one_shot,1,billing,lookup_billing_1001,customer_lookup_agent|billing_agent,,customer_lookup_agent|billing_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1,2.75,5,2,1,3,False,,,0,1573,0,1573,1.0,0,232,,,376
multihop_06,one_shot,0,payment_risk,outage_risk_1002,outage_detection_agent|bill_shock_forecast_agent|payment_risk_hardship_agent,,outage_detection_agent|bill_shock_forecast_agent|payment_risk_hardship_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3.25,5,3,2,3,False,,,0,3278,0,3278,1.0,0,289,,,668
multihop_06,one_shot,1,payment_risk,outage_risk_1002,outage_detection_agent|bill_shock_forecast_agent|payment_risk_hardship_agent,,outage_detection_agent|bill_shock_forecast_agent|payment_risk_hardship_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3.0,5,2,2,3,False,,,0,2759,0,2759,1.0,0,343,,,974
multihop_07,one_shot,0,solar,weather_solar_billing_1001,weather_context_agent|solar_performance_credit_loss_agent|billing_agent,,weather_context_agent|solar_performance_credit_loss_agent|billing_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3.25,5,3,2,3,False,,,0,3778,0,3778,1.0,0,345,,,967
multihop_07,one_shot,1,solar,weather_solar_billing_1001,weather_context_agent|solar_performance_credit_loss_agent|billing_agent,,weather_context_agent|solar_performance_credit_loss_agent|billing_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,1,3.25,5,3,2,3,False,,,0,2438,0,2438,1.0,0,325,,,842
multihop_08,one_shot,0,anomaly,lookup_anomaly_program_1002,customer_lookup_agent|anomaly_detection_agent|program_enrollment_simulation_agent,,customer_lookup_agent|anomaly_detection_agent|program_enrollment_simulation_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3.0,5,2,2,3,False,,,0,3219,0,3219,1.0,0,428,,,1363
multihop_08,one_shot,1,anomaly,lookup_anomaly_program_1002,customer_lookup_agent|anomaly_detection_agent|program_enrollment_simulation_agent,,customer_lookup_agent|anomaly_detection_agent|program_enrollment_simulation_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3.25,5,3,2,3,False,,,0,6467,0,6467,1.0,0,420,,,1281
multihop_09,one_shot,0,payment_risk,forecast_program_risk_1002,bill_shock_forecast_agent|program_enrollment_simulation_agent|payment_risk_hardship_agent,,bill_shock_forecast_agent|program_enrollment_simulation_agent|payment_risk_hardship_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,2.75,5,2,2,2,False,,,0,5218,0,5218,1.0,0,403,,,1266
multihop_09,one_shot,1,payment_risk,forecast_program_risk_1002,bill_shock_forecast_agent|program_enrollment_simulation_agent|payment_risk_hardship_agent,,bill_shock_forecast_agent|program_enrollment_simulation_agent|payment_risk_hardship_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,2.75,5,2,2,2,False,,,0,6155,0,6155,1.0,0,403,,,1261
multihop_10,one_shot,0,billing,full_investigation_1001,anomaly_detection_agent|weather_context_agent|outage_detection_agent|billing_agent,,anomaly_detection_agent|weather_context_agent|outage_detection_agent|billing_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1,3.0,5,2,2,3,False,,,0,4079,0,4079,1.0,0,468,,,1479
multihop_10,one_shot,1,billing,full_investigation_1001,anomaly_detection_agent|weather_context_agent|outage_detection_agent|billing_agent,,anomaly_detection_agent|weather_context_agent|outage_detection_agent|billing_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1,3.0,5,2,2,3,False,,,0,5406,0,5406,1.0,0,489,,,1615
