dataid,local_15min,air1,air2,air3,airwindowunit1,aquarium1,bathroom1,bathroom2,bedroom1,bedroom2,bedroom3,bedroom4,bedroom5,battery1,car1,car2,circpump1,clotheswasher1,clotheswasher_dryg1,diningroom1,diningroom2,dishwasher1,disposal1,drye1,dryg1,freezer1,furnace1,furnace2,garage1,garage2,grid,heater1,heater2,heater3,housefan1,icemaker1,jacuzzi1,kitchen1,kitchen2,kitchenapp1,kitchenapp2,lights_plugs1,lights_plugs2,lights_plugs3,lights_plugs4,lights_plugs5,lights_plugs6,livingroom1,livingroom2,microwave1,office1,outsidelights_plugs1,outsidelights_plugs2,oven1,oven2,pool1,pool2,poollight1,poolpump1,pump1,range1,refrigerator1,refrigerator2,security1,sewerpump1,shed1,solar,solar2,sprinkler1,sumppump1,utilityroom1,venthood1,waterheater1,waterheater2,wellpump1,winecooler1,leg1v,leg2v
3488,2019-10-25 14:30:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.017,,,0.452,,,,1.733,,,,,,,,,0.001,0.392,,,,,,,,,,,,,,,,,,,,,0.078,,,,,0.082,,,,,0.004,0.0,,,,122.9,123.115
3488,2019-10-25 14:15:00-05,-0.001,,,,,0.0,,,,,,,,,,,-0.001,,,,,,0.017,,,0.453,,,,1.772,,,,,,,,,0.0,0.003,,,,,,,,,,,,,,,,,,,,,0.021,,,,,0.077,,,,,0.005,0.0,,,,122.962,122.908
3488,2019-10-25 14:00:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.017,,,0.534,,,,1.554,,,,,,,,,0.0,0.003,,,,,,,,,,,,,,,,,,,,,0.03,,,,,0.095,,,,,0.004,0.0,,,,122.669,123.287
3488,2019-10-25 15:45:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.016,,,0.456,,,,0.664,,,,,,,,,0.0,0.003,,,,,,,,,,,,,,,,,,,,,0.024,,,,,0.004,,,,,0.004,-0.001,,,,123.224,123.481
3488,2019-10-25 15:30:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.016,,,0.457,,,,0.63,,,,,,,,,0.0,0.003,,,,,,,,,,,,,,,,,,,,,0.007,,,,,0.033,,,,,0.004,0.0,,,,123.186,123.812
3488,2019-10-25 15:15:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.016,,,0.546,,,,0.77,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.078,,,,,0.059,,,,,0.005,-0.001,,,,122.765,123.867
3488,2019-10-25 15:00:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.016,,,0.456,,,,0.589,,,,,,,,,0.0,0.003,,,,,,,,,,,,,,,,,,,,,0.022,,,,,0.073,,,,,0.004,-0.001,,,,122.924,123.473
5997,2019-10-25 15:45:00-05,,,,,,0.069,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.004,,0.503,,,,,,,,,0.013,,0.13,,,,,,,,0.002,,,,,,,,,,,,,,,,,0.02,,,,0.191,,0.001,,,,123.475,123.772
5997,2019-10-25 15:30:00-05,,,,,,0.004,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.004,,0.476,,,,,,,,,0.107,,0.13,,,,,,,,0.002,,,,,,,,,,,,,,,,,0.076,,,,0.238,,0.008,,,,123.505,123.872
5997,2019-10-25 15:15:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.004,,0.318,,,,,,,,,0.007,,0.13,,,,,,,,0.002,,,,,,,,,,,,,,,,,0.132,,,,0.209,,0.031,,,,123.638,123.97
5997,2019-10-25 15:00:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.004,,3.125,,,,,,,,,0.074,,0.129,,,,,,,,0.002,,,,,,,,,,,,,,,,,0.161,,,,0.514,,2.518,,,,122.83,123.473
5997,2019-10-25 14:45:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.004,,0.81,,,,,,,,,0.073,,0.13,,,,,,,,0.002,,,,,,,,,,,,,,,,,0.188,,,,0.281,,0.442,,,,123.284,123.717
5997,2019-10-25 14:30:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.004,,0.781,,,,,,,,,0.002,,0.13,,,,,,,,0.002,,,,,,,,,,,,,,,,,0.167,,,,0.277,,0.423,,,,123.379,123.875
5997,2019-10-25 14:15:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,0.0,,0.015,,,,,0.003,,1.041,,,,,,,,,0.031,,0.13,,,,,,,,0.002,,,,,,,,,,,,,,,,,0.176,,,,0.426,,0.404,,,,123.049,123.889
5997,2019-10-25 14:00:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,0.0,,2.713,,,,,0.008,,3.76,,,,,,,,,0.108,,0.104,,,,,,,,-0.003,,,,,,,,,,,,,,,,,0.192,,,,0.425,,0.382,,,,122.317,123.559
5997,2019-10-25 16:45:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.087,,0.555,,,,,,,,,0.002,,0.119,,,,,,,,0.002,,,,,,,,,,,,,,,,,-0.005,,,,0.272,,0.001,,,,122.439,123.04
5997,2019-10-25 16:30:00-05,,,,,,0.035,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.09,,0.548,,,,,,,,,0.002,,0.129,,,,,,,,0.002,,,,,,,,,,,,,,,,,-0.005,,,,0.174,,0.001,,,,122.62,123.138
5997,2019-10-25 16:15:00-05,,,,,,0.021,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.089,,0.705,,,,,,,,,0.09,,0.13,,,,,,,,0.002,,,,,,,,,,,,,,,,,-0.007,,,,0.249,,0.001,,,,122.522,123.265
5997,2019-10-25 16:00:00-05,,,,,,0.006,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.004,,0.57,,,,,,,,,0.042,,0.13,,,,,,,,0.002,,,,,,,,,,,,,,,,,0.0,,,,0.265,,0.001,,,,122.918,123.459
3488,2019-10-25 16:45:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.016,,,0.454,,,,1.466,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.081,,,,,-0.003,,,,,0.005,-0.001,,,,122.541,122.257
3488,2019-10-25 16:30:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.016,,,0.453,,,,1.527,,,,,,,,,0.0,0.003,,,,,,,,,,,,,,,,,,,,,0.025,,,,,-0.005,,,,,0.005,-0.001,,,,122.398,122.449
3488,2019-10-25 16:15:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.016,,,0.547,,,,1.253,,,,,,,,,0.0,0.003,,,,,,,,,,,,,,,,,,,,,0.005,,,,,-0.005,,,,,0.004,-0.001,,,,122.714,123.036
3488,2019-10-25 16:00:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.016,,,0.456,,,,0.758,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.078,,,,,-0.005,,,,,0.005,-0.001,,,,123.05,123.335
5997,2019-10-25 17:45:00-05,,,,,,0.039,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.081,,0.701,,,,,,,,,0.114,,0.136,,,,,,,,0.022,,,,,,,,,,,,,,,,,-0.003,,,,0.257,,0.0,,,,122.341,123.151
5997,2019-10-25 17:30:00-05,,,,,,0.039,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.082,,0.587,,,,,,,,,0.016,,0.129,,,,,,,,0.016,,,,,,,,,,,,,,,,,-0.003,,,,0.242,,0.0,,,,122.617,123.242
5997,2019-10-25 17:15:00-05,,,,,,0.003,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.087,,0.477,,,,,,,,,0.035,,0.122,,,,,,,,0.002,,,,,,,,,,,,,,,,,-0.003,,,,0.179,,0.001,,,,122.789,123.319
5997,2019-10-25 17:00:00-05,,,,,,0.02,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.084,,0.693,,,,,,,,,0.107,,0.12,,,,,,,,0.002,,,,,,,,,,,,,,,,,-0.052,,,,0.263,,0.0,,,,122.793,123.418
3488,2019-10-25 17:45:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.016,,,0.452,,,,2.094,,,,,,,,,0.0,0.031,,,,,,,,,,,,,,,,,,,,,0.047,,,,,-0.003,,,,,0.069,0.001,,,,121.677,122.706
3488,2019-10-25 17:30:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.015,,,0.52,,,,2.54,,,,,,,,,0.002,0.033,,,,,,,,,,,,,,,,,,,,,0.082,,,,,-0.003,,,,,0.039,-0.003,,,,121.378,122.984
3488,2019-10-25 17:15:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.016,,,0.476,,,,2.1,,,,,,,,,0.003,0.052,,,,,,,,,,,,,,,,,,,,,0.015,,,,,-0.003,,,,,0.083,-0.002,,,,121.996,122.643
3488,2019-10-25 17:00:00-05,0.001,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.015,,,0.452,,,,2.439,,,,,,,,,0.001,0.042,,,,,,,,,,,,,,,,,,,,,0.017,,,,,-0.003,,,,,0.004,-0.003,,,,121.925,122.786
3488,2019-10-25 18:45:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.015,,,0.467,,,,2.431,,,,,,,,,0.001,0.025,,,,,,,,,,,,,,,,,,,,,0.067,,,,,-0.003,,,,,0.255,0.355,,,,122.43,123.59
3488,2019-10-25 18:30:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.015,,,0.445,,,,2.882,,,,,,,,,0.0,0.025,,,,,,,,,,,,,,,,,,,,,0.253,,,,,-0.003,,,,,0.09,0.342,,,,121.83,123.463
3488,2019-10-25 18:15:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.016,,,0.447,,,,2.464,,,,,,,,,0.0,0.027,,,,,,,,,,,,,,,,,,,,,0.133,,,,,-0.003,,,,,0.091,0.331,,,,122.081,122.911
3488,2019-10-25 18:00:00-05,0.001,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.015,,,0.451,,,,2.921,,,,,,,,,0.001,0.028,,,,,,,,,,,,,,,,,,,,,0.078,,,,,-0.003,,,,,0.07,0.291,,,,121.849,123.178
5997,2019-10-25 18:45:00-05,,,,,,0.043,,,,,,,,,,,0.0,,,,0.0,,0.852,,,,,0.04,,1.724,,,,,,,,,0.018,,0.354,,,,,,,,0.0,,,,,,,,,,,,,,,,,-0.002,,,,0.299,,0.001,,,,122.414,123.429
5997,2019-10-25 18:30:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,0.0,,-0.002,,,,,0.08,,1.036,,,,,,,,,0.116,,0.412,,,,,,,,0.001,,,,,,,,,,,,,,,,,-0.002,,,,0.3,,0.001,,,,122.238,123.271
5997,2019-10-25 18:15:00-05,,,,,,0.042,,,,,,,,,,,0.0,,,,0.0,,-0.001,,,,,0.08,,0.79,,,,,,,,,0.054,,0.235,,,,,,,,0.001,,,,,,,,,,,,,,,,,-0.002,,,,0.238,,0.001,,,,122.541,123.252
5997,2019-10-25 18:00:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.081,,0.593,,,,,,,,,0.043,,0.135,,,,,,,,0.012,,,,,,,,,,,,,,,,,-0.003,,,,0.187,,0.001,,,,122.778,123.475
3488,2019-10-25 19:45:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.015,,,0.447,,,,2.139,,,,,,,,,0.0,0.01,,,,,,,,,,,,,,,,,,,,,0.057,,,,,-0.003,,,,,0.01,0.397,,,,122.5,123.59
3488,2019-10-25 19:30:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.016,,,0.447,,,,1.913,,,,,,,,,0.001,0.008,,,,,,,,,,,,,,,,,,,,,0.005,,,,,-0.003,,,,,0.024,0.387,,,,122.787,123.742
3488,2019-10-25 19:15:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.015,,,0.472,,,,2.435,,,,,,,,,0.001,0.012,,,,,,,,,,,,,,,,,,,,,0.092,,,,,-0.003,,,,,0.314,0.375,,,,121.916,123.577
3488,2019-10-25 19:00:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.015,,,0.485,,,,2.455,,,,,,,,,0.001,0.016,,,,,,,,,,,,,,,,,,,,,0.108,,,,,-0.003,,,,,0.339,0.364,,,,121.701,123.231
5997,2019-10-25 19:45:00-05,,,,,,0.046,,,,,,,,,,,0.0,,,,0.0,,-0.001,,,,,0.004,,0.682,,,,,,,,,0.027,,0.294,,,,,,,,0.002,,,,,,,,,,,,,,,,,-0.002,,,,0.257,,0.0,,,,123.423,124.04
5997,2019-10-25 19:30:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,0.0,,2.277,,,,,0.004,,3.071,,,,,,,,,0.009,,0.296,,,,,,,,-0.003,,,,,,,,,,,,,,,,,-0.002,,,,0.448,,0.001,,,,122.82,123.915
5997,2019-10-25 19:15:00-05,,,,,,0.041,,,,,,,,,,,0.0,,,,0.0,,1.829,,,,,0.004,,2.549,,,,,,,,,0.106,,0.288,,,,,,,,-0.002,,,,,,,,,,,,,,,,,-0.002,,,,0.251,,0.001,,,,122.37,123.413
5997,2019-10-25 19:00:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,0.0,,1.823,,,,,0.004,,2.691,,,,,,,,,0.033,,0.274,,,,,,,,-0.002,,,,,,,,,,,,,,,,,-0.009,,,,0.518,,0.001,,,,122.003,123.162
5997,2019-10-25 20:45:00-05,,,,,,0.05,,,,,,,,,,,0.0,,,,0.0,,-0.001,,,,,0.004,,0.915,,,,,,,,,0.087,,0.291,,,,,,,,0.001,,,,,,,,,,,,,,,,,-0.002,,,,0.308,,0.001,,,,123.239,124.1
5997,2019-10-25 20:30:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,0.0,,-0.001,,,,,0.004,,0.721,,,,,,,,,0.002,,0.284,,,,,,,,0.001,,,,,,,,,,,,,,,,,-0.002,,,,0.308,,0.001,,,,122.965,123.834
5997,2019-10-25 20:15:00-05,,,,,,0.044,,,,,,,,,,,0.0,,,,0.0,,-0.001,,,,,0.004,,0.729,,,,,,,,,0.008,,0.282,,,,,,,,0.001,,,,,,,,,,,,,,,,,-0.002,,,,0.26,,0.001,,,,123.075,123.867
5997,2019-10-25 20:00:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,0.0,,-0.001,,,,,0.004,,0.736,,,,,,,,,0.106,,0.281,,,,,,,,0.001,,,,,,,,,,,,,,,,,-0.002,,,,0.253,,0.001,,,,123.109,123.999
3488,2019-10-25 20:45:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.015,,,0.446,,,,2.163,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.064,,,,,-0.003,,,,,0.01,0.435,,,,122.505,123.582
3488,2019-10-25 20:30:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.016,,,0.445,,,,1.904,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.051,,,,,-0.003,,,,,0.01,0.426,,,,122.501,123.324
3488,2019-10-25 20:15:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.015,,,0.444,,,,2.103,,,,,,,,,0.001,0.004,,,,,,,,,,,,,,,,,,,,,0.005,,,,,-0.003,,,,,0.01,0.416,,,,122.233,123.419
3488,2019-10-25 20:00:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.016,,,0.443,,,,1.911,,,,,,,,,0.0,0.005,,,,,,,,,,,,,,,,,,,,,0.068,,,,,-0.003,,,,,0.01,0.406,,,,122.04,122.862
3488,2019-10-25 21:45:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.015,,,0.447,,,,1.704,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.005,,,,,-0.003,,,,,0.004,0.465,,,,122.485,123.471
3488,2019-10-25 21:30:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.015,,,0.445,,,,1.719,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.062,,,,,-0.003,,,,,0.004,0.455,,,,121.978,123.069
3488,2019-10-25 21:15:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.015,,,0.444,,,,1.845,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.074,,,,,-0.003,,,,,0.004,0.446,,,,121.896,123.019
3488,2019-10-25 21:00:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.016,,,0.444,,,,1.83,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.005,,,,,-0.003,,,,,0.01,0.44,,,,122.036,123.168
5997,2019-10-25 21:45:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.003,,0.535,,,,,,,,,0.101,,0.058,,,,,,,,0.002,,,,,,,,,,,,,,,,,-0.003,,,,0.202,,0.0,,,,122.928,123.588
5997,2019-10-25 21:30:00-05,,,,,,0.004,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.003,,0.495,,,,,,,,,0.036,,0.059,,,,,,,,0.002,,,,,,,,,,,,,,,,,-0.003,,,,0.248,,0.0,,,,122.626,123.189
5997,2019-10-25 21:15:00-05,,,,,,0.047,,,,,,,,,,,0.0,,,,0.0,,-0.001,,,,,0.003,,0.726,,,,,,,,,0.002,,0.256,,,,,,,,0.002,,,,,,,,,,,,,,,,,-0.002,,,,0.259,,0.0,,,,122.405,123.079
5997,2019-10-25 21:00:00-05,,,,,,0.005,,,,,,,,,,,0.0,,,,0.0,,-0.001,,,,,0.003,,0.846,,,,,,,,,0.053,,0.285,,,,,,,,0.002,,,,,,,,,,,,,,,,,-0.009,,,,0.294,,0.001,,,,122.616,123.467
5997,2019-10-25 22:45:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.004,,0.543,,,,,,,,,0.042,,0.056,,,,,,,,0.002,,,,,,,,,,,,,,,,,-0.003,,,,0.312,,0.001,,,,123.194,123.939
5997,2019-10-25 22:30:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.004,,0.637,,,,,,,,,0.096,,0.056,,,,,,,,0.002,,,,,,,,,,,,,,,,,-0.003,,,,0.307,,0.001,,,,122.946,123.716
5997,2019-10-25 22:15:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.003,,0.621,,,,,,,,,0.001,,0.057,,,,,,,,0.002,,,,,,,,,,,,,,,,,-0.003,,,,0.307,,0.001,,,,122.867,123.594
5997,2019-10-25 22:00:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.003,,0.535,,,,,,,,,0.002,,0.058,,,,,,,,0.002,,,,,,,,,,,,,,,,,-0.003,,,,0.298,,0.001,,,,123.328,123.952
3488,2019-10-25 22:45:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.016,,,0.481,,,,1.135,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.018,,,,,-0.003,,,,,0.004,0.499,,,,122.76,123.426
3488,2019-10-25 22:30:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.015,,,0.482,,,,1.443,,,,,,,,,0.001,0.004,,,,,,,,,,,,,,,,,,,,,0.009,,,,,-0.003,,,,,0.004,0.49,,,,122.402,123.328
3488,2019-10-25 22:15:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.016,,,0.46,,,,1.239,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.078,,,,,-0.003,,,,,0.005,0.482,,,,122.381,123.311
3488,2019-10-25 22:00:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.016,,,0.448,,,,1.327,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.041,,,,,-0.003,,,,,0.004,0.474,,,,123.116,123.717
5997,2019-10-25 23:45:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.004,,0.374,,,,,,,,,0.002,,0.056,,,,,,,,0.002,,,,,,,,,,,,,,,,,-0.003,,,,0.26,,0.0,,,,123.635,124.097
5997,2019-10-25 23:30:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.004,,0.528,,,,,,,,,0.088,,0.056,,,,,,,,0.002,,,,,,,,,,,,,,,,,-0.003,,,,0.33,,0.0,,,,123.528,124.173
5997,2019-10-25 23:15:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.004,,0.49,,,,,,,,,0.05,,0.056,,,,,,,,0.002,,,,,,,,,,,,,,,,,-0.003,,,,0.309,,0.001,,,,123.551,124.185
5997,2019-10-25 23:00:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.004,,0.49,,,,,,,,,0.002,,0.056,,,,,,,,0.002,,,,,,,,,,,,,,,,,-0.01,,,,0.303,,0.001,,,,123.161,123.84
3488,2019-10-25 23:45:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.016,,,0.453,,,,0.667,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.073,,,,,-0.003,,,,,0.005,-0.001,,,,123.292,123.951
3488,2019-10-25 23:30:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.015,,,0.452,,,,1.002,,,,,,,,,0.001,0.004,,,,,,,,,,,,,,,,,,,,,0.005,,,,,-0.003,,,,,0.004,0.004,,,,122.856,124.08
3488,2019-10-25 23:15:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.016,,,0.453,,,,0.647,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.025,,,,,-0.003,,,,,0.004,0.03,,,,123.331,123.922
3488,2019-10-25 23:00:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.015,,,0.45,,,,1.493,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.078,,,,,-0.003,,,,,0.004,0.427,,,,122.499,123.33
3488,2019-10-26 00:45:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.016,,,0.455,,,,0.687,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.051,,,,,-0.003,,,,,0.005,-0.001,,,,123.248,123.992
3488,2019-10-26 00:30:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.015,,,0.529,,,,1.086,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.058,,,,,-0.003,,,,,0.004,-0.002,,,,122.851,124.0
3488,2019-10-26 00:15:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.016,,,0.472,,,,0.62,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.005,,,,,-0.003,,,,,0.004,-0.001,,,,123.287,123.83
3488,2019-10-26 00:00:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.015,,,0.455,,,,1.034,,,,,,,,,0.001,0.004,,,,,,,,,,,,,,,,,,,,,0.039,,,,,-0.003,,,,,0.004,-0.002,,,,123.222,124.264
5997,2019-10-26 00:45:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.09,,0.552,,,,,,,,,0.001,,0.056,,,,,,,,0.002,,,,,,,,,,,,,,,,,-0.003,,,,0.282,,0.001,,,,123.496,124.051
5997,2019-10-26 00:30:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.096,,0.588,,,,,,,,,0.026,,0.056,,,,,,,,0.002,,,,,,,,,,,,,,,,,-0.003,,,,0.28,,0.001,,,,123.386,123.996
5997,2019-10-26 00:15:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.004,,0.507,,,,,,,,,0.111,,0.056,,,,,,,,0.002,,,,,,,,,,,,,,,,,-0.003,,,,0.269,,0.001,,,,123.422,123.979
5997,2019-10-26 00:00:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.004,,0.385,,,,,,,,,0.002,,0.056,,,,,,,,0.002,,,,,,,,,,,,,,,,,-0.003,,,,0.272,,0.0,,,,123.834,124.296
3488,2019-10-26 01:45:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.015,,,0.539,,,,1.062,,,,,,,,,0.001,0.004,,,,,,,,,,,,,,,,,,,,,0.005,,,,,-0.003,,,,,0.004,-0.002,,,,123.352,124.333
3488,2019-10-26 01:30:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.016,,,0.46,,,,0.68,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.062,,,,,-0.003,,,,,0.005,-0.001,,,,123.819,124.506
3488,2019-10-26 01:15:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.015,,,0.456,,,,0.877,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.045,,,,,-0.003,,,,,0.004,-0.001,,,,123.607,124.405
3488,2019-10-26 01:00:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.016,,,0.456,,,,0.769,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.005,,,,,-0.003,,,,,0.004,-0.001,,,,123.564,124.257
5997,2019-10-26 01:45:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.082,,0.465,,,,,,,,,0.019,,0.057,,,,,,,,0.002,,,,,,,,,,,,,,,,,-0.003,,,,0.256,,0.0,,,,123.834,124.427
5997,2019-10-26 01:30:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.083,,0.394,,,,,,,,,0.002,,0.057,,,,,,,,0.002,,,,,,,,,,,,,,,,,-0.003,,,,0.186,,0.001,,,,124.067,124.569
5997,2019-10-26 01:15:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.084,,0.625,,,,,,,,,0.071,,0.057,,,,,,,,0.002,,,,,,,,,,,,,,,,,-0.01,,,,0.29,,0.001,,,,123.869,124.598
5997,2019-10-26 01:00:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.086,,0.642,,,,,,,,,0.066,,0.057,,,,,,,,0.002,,,,,,,,,,,,,,,,,-0.003,,,,0.315,,0.001,,,,123.787,124.454
3488,2019-10-26 02:45:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.015,,,0.453,,,,1.018,,,,,,,,,0.001,0.004,,,,,,,,,,,,,,,,,,,,,0.025,,,,,-0.003,,,,,0.004,-0.002,,,,122.549,123.962
3488,2019-10-26 02:30:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.016,,,0.453,,,,0.595,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.005,,,,,-0.003,,,,,0.004,-0.001,,,,123.096,123.83
3488,2019-10-26 02:15:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.015,,,0.453,,,,1.051,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.071,,,,,-0.003,,,,,0.004,-0.002,,,,122.686,123.864
